Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBath,HouseAge,YearsSinceRemodel,Has2ndFloor,HasGarage,HasBasement,TotalPorchSF,QualitySize,QualityTotalSF,ExterQual_Encoded,ExterQualSize,KitchenQual_Encoded,TotalQualityScore,LiveableSF,TotalShelterSF,QualityAgeInteraction,BathBedroomRatio,GrLivArea_Squared,GrLivArea_Cubed,TotalSF_Squared,TotalSF_Cubed,LotArea_Squared,TotalBsmtSF_Squared,OverallQual_Squared,HouseAge_Squared,GrLivArea_Sqrt,LotArea_Sqrt,LivingAreaRatio,BasementRatio,GarageRatio,BathPerBedroom,RoomDensity,PorchRatio,LotShapeIndex,QualityPerSF,AgeBracket,QualityTier,SizeCategory,LotCategory,SaleSeason,IsRemodeled,MarketPeriod,HasPool,HasFireplace,HasCentralAir,GarageSize,LotShapeQuality,HouseType,BsmtQual_Encoded,HeatingQC_Encoded,TotalUsableSF,HasPoolFlag,HasGarageFlag,TotalAmenities,TotalUsableSF_Norm,TotalQualityScore_Norm,TotalAmenities_Norm,PropertyValueIndex
1161,160,RL,24.0,2280,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,311,Unf,0,544,855,GasA,Fa,Y,SBrkr,855,601,0,1456,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978.0,Unf,2,440,TA,TA,Y,26,0,0,0,0,0,,,,0,7,2010,WD,Normal,146000,2311,2.5,32,32,1,1,1,26,8736,13866,3,4368,3,3.6,2311,2751,0.18181818181818182,0.625,2119936,3086626816,5340721,12342406231,5198400,731025,36,1024,38.157568056677825,47.74934554525329,0.6383165278386672,0.36980968858131485,0.1903114186851211,0.625,0.004804392587508579,0.017844886753603295,0.49231430148577393,2.44299674267101,Mature (25-50yr),Good,Medium,Tiny,Summer,0,Post-2008,0,1,1,2-Car,4,2-Story,4.0,2,2751,0,1,2,0.1882985353692739,0.43529411764705883,0.4,0.3411975510054443
1162,20,RL,69.0,14778,Pave,,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,6,7,1954,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,72.0,Gd,TA,CBlock,TA,TA,No,BLQ,728,Unf,0,568,1296,GasA,Ex,Y,SBrkr,1640,0,0,1640,1,0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1993.0,Unf,2,924,TA,TA,Y,108,0,0,216,0,0,,,,0,11,2008,WD,Normal,224000,2936,2.0,54,2,0,1,1,324,9840,17616,4,6560,4,4.4,2936,3860,0.10909090909090909,0.5,2689600,4410944000,8620096,25308601856,218389284,1679616,36,2916,40.496913462633174,121.56479753612885,0.11096826578252926,0.44126659856996936,0.3146067415730337,0.5,0.0042656916514320535,0.19744058500914077,0.5629675191170664,2.272727272727273,Old (50-100yr),Good,Large,Large,Fall,1,Post-2008,0,1,1,2-Car,3,1-Story,3.0,5,3860,0,1,2,0.2746961670302275,0.623529411764706,0.4,0.4327418595983112
1163,20,RL,109.0,8724,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,492,Unf,0,402,894,GasA,Gd,Y,SBrkr,894,0,0,894,0,0,1,0,3,1,TA,5,Typ,1,Po,Attchd,1968.0,Fin,2,450,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2007,WD,Normal,129000,1788,1.0,39,39,0,1,1,0,4470,8940,3,2682,3,3.8,1788,2238,0.125,0.25,799236,714516984,3196944,5716135872,76108176,799236,25,1521,29.899832775452108,93.40235543068493,0.10246418338108883,0.49972051425377306,0.2515371716042482,0.25,0.00558659217877095,0.0,1.1546322070325183,2.6399155227032733,Mature (25-50yr),Average,Small,Medium,Spring,0,Pre-2008,0,1,1,2-Car,4,1-Story,4.0,4,2238,0,1,2,0.14833281396073544,0.48235294117647054,0.4,0.34356191837906874
1164,90,RL,60.0,12900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,Duplex,SFoyer,4,4,1969,1969,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1198,Unf,0,0,1198,GasA,TA,Y,SBrkr,1258,0,0,1258,2,0,0,2,0,2,TA,6,Typ,0,,CarPort,1969.0,Unf,2,400,Fa,TA,Y,120,0,0,0,0,0,,,,0,1,2008,WD,Alloca,108959,2456,3.0,39,39,0,1,1,120,5032,9824,3,3774,3,3.4,2456,2856,0.1,3.0,1582564,1990865512,6031936,14814434816,166410000,1435204,16,1521,35.4682957019364,113.57816691600547,0.09751182078908611,0.4875864875864876,0.1628001628001628,3.0,0.004765687053216839,0.09531374106433678,0.5236599748011729,1.7714791851195748,Mature (25-50yr),Average,Medium,Large,Winter,0,Post-2008,0,0,1,2-Car,4,Split-Foyer,4.0,3,2856,0,1,1,0.19647865378622623,0.388235294117647,0.2,0.26157131596795774
1165,80,RL,69.0,16157,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,PConc,Gd,TA,Gd,ALQ,680,Rec,391,289,1360,GasA,Ex,Y,SBrkr,1432,0,0,1432,1,0,1,1,2,1,Gd,5,Typ,1,TA,Attchd,1978.0,Unf,2,588,TA,TA,Y,168,180,0,0,0,0,,,,0,6,2007,WD,Normal,194000,2792,2.5,29,29,0,1,1,348,7160,13960,3,4296,4,4.2,2792,3380,0.16666666666666666,0.8333333333333334,2050624,2936493568,7795264,21764377088,261048649,1849600,25,841,37.841775856849004,127.11018841933954,0.08862482980566902,0.48693161475116364,0.21052631578947367,0.8333333333333334,0.0034891835310537334,0.24284717376133985,0.5385988487827699,2.055921052631579,Mature (25-50yr),Average,Medium,Large,Summer,0,Pre-2008,0,1,1,2-Car,3,Split-Level,4.0,5,3380,0,1,2,0.2373013399813026,0.5764705882352942,0.4,0.40459064273886564
1166,20,RL,79.0,9541,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,268.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1502,1502,GasA,Ex,Y,SBrkr,1502,0,0,1502,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2009.0,RFn,2,644,TA,TA,Y,0,114,0,0,0,0,,,,0,9,2009,New,Partial,233170,3004,2.0,0,0,0,1,1,114,10514,21028,4,6008,4,4.8,3004,3648,7.0,0.5,2256004,3388518008,9024016,27108144064,91030681,2256004,49,0,38.7556447501522,97.67804256842989,0.15740934814504295,0.49983361064891846,0.21430948419301166,0.5,0.004657351962741184,0.07584830339321358,0.8005833713737903,2.797761790567546,New (0-5yr),Good,Large,Medium,Fall,0,Post-2008,0,0,1,2-Car,3,1-Story,4.0,5,3648,0,1,1,0.2581801184169523,0.7176470588235294,0.2,0.39194239241349393
1167,20,RL,64.0,10475,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1694,1694,GasA,Ex,Y,SBrkr,1694,0,0,1694,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2008.0,RFn,3,776,TA,TA,Y,160,33,0,0,0,0,,,,0,2,2010,WD,Normal,245350,3388,2.0,2,2,0,1,1,193,13552,27104,4,6776,4,5.0,3388,4164,2.6666666666666665,0.5,2869636,4861163384,11478544,38889307072,109725625,2869636,64,4,41.15823125451335,102.34744745229361,0.1617029400534555,0.4998524638536441,0.22897609914429035,0.5,0.004129793510324484,0.11386430678466077,0.6192702536706883,2.9695619896065333,New (0-5yr),Excellent,Large,Medium,Winter,0,Post-2008,0,0,1,3+ Car,3,1-Story,4.0,5,4164,0,1,1,0.2983795574945466,0.7647058823529411,0.2,0.4210284799491626
1168,60,RL,58.0,10852,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,786,Unf,0,173,959,GasA,Ex,Y,SBrkr,959,712,0,1671,1,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000.0,Fin,2,472,TA,TA,Y,0,38,0,0,0,0,,,,0,2,2006,WD,Normal,173000,2630,3.5,6,6,1,1,1,38,10026,15780,3,5013,3,4.2,2630,3102,0.8571428571428571,0.875,2792241,4665834711,6916900,18191447000,117765904,919681,36,36,40.87786687193939,104.17293314484334,0.15396664516723488,0.3645001900418092,0.17939946788293423,0.875,0.004186602870813397,0.022727272727272728,0.5514726866096132,2.246349681767128,Recent (5-10yr),Good,Large,Medium,Winter,0,Pre-2008,0,1,1,2-Car,3,2-Story,4.0,5,3102,0,1,2,0.21564350264880025,0.5764705882352942,0.4,0.39737136362803155
1169,70,RL,120.0,13728,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1935,1986,Hip,CompShg,Stucco,Stucco,,0.0,TA,TA,CBlock,TA,TA,No,Rec,626,Unf,0,501,1127,GasA,Ex,Y,SBrkr,1236,872,0,2108,0,0,2,0,4,1,Gd,7,Typ,2,TA,Basment,1935.0,Unf,2,540,TA,TA,Y,0,0,0,0,90,0,,,,0,7,2008,WD,Normal,235000,3235,2.0,73,22,1,1,1,90,12648,19410,3,6324,4,4.2,3235,3775,0.08108108108108109,0.4,4443664,9367243712,10465225,33855002875,188457984,1270129,36,5329,45.91296113299599,117.16654812701448,0.15354359385242916,0.34826946847960444,0.1668726823238566,0.4,0.003319108582266477,0.04267425320056899,1.0155158283122123,1.9305019305019304,Old (50-100yr),Good,XLarge,Large,Summer,1,Post-2008,0,1,1,2-Car,4,2-Story,3.0,5,3775,0,1,3,0.26807416640698034,0.5764705882352942,0.6,0.4815149182140915
1170,60,RL,118.0,35760,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1995,1996,Hip,CompShg,HdBoard,HdBoard,BrkFace,1378.0,Gd,Gd,PConc,Ex,TA,Gd,GLQ,1387,Unf,0,543,1930,GasA,Ex,Y,SBrkr,1831,1796,0,3627,1,0,3,1,4,1,Gd,10,Typ,1,TA,Attchd,1995.0,Fin,3,807,TA,TA,Y,361,76,0,0,0,0,,,,0,7,2006,WD,Normal,625000,5557,4.5,11,10,1,1,1,437,36270,55570,4,14508,4,5.6,5557,6364,0.8333333333333334,0.9,13155129,47713652883,30880249,171601543693,1278777600,3724900,100,121,60.22457969965419,189.10314645716502,0.10142333827353821,0.3472472112270601,0.14519611370996763,0.9,0.0027563395810363835,0.12045203969128997,0.620715659888293,2.161227577263886,Modern (10-25yr),Excellent,XLarge,Large,Summer,1,Pre-2008,0,1,1,3+ Car,3,2-Story,5.0,5,6364,0,1,2,0.46977251480211907,0.9058823529411764,0.4,0.5918849559144318
1171,80,RL,76.0,9880,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,522,Unf,0,574,1096,GasA,TA,Y,SBrkr,1118,0,0,1118,1,0,1,0,3,1,TA,6,Typ,1,Po,Attchd,1977.0,Fin,1,358,TA,TA,Y,203,0,0,0,0,576,Gd,GdPrv,,0,7,2008,WD,Normal,171000,2214,2.0,31,31,0,1,1,203,6708,13284,3,3354,3,3.6,2214,2572,0.1875,0.5,1249924,1397415032,4901796,10852576344,97614400,1201216,36,961,33.436506994600975,99.39818911831343,0.11314644266774618,0.4948081264108352,0.1616252821670429,0.5,0.005361930294906166,0.18141197497765862,0.756985765056364,2.832861189801699,Mature (25-50yr),Good,Small,Medium,Summer,0,Post-2008,1,1,1,1-Car,4,Split-Level,3.0,3,2572,1,1,3,0.17435338111561233,0.43529411764705883,0.6,0.40321583292089036
1172,20,RL,76.0,9120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,662,Unf,0,599,1261,GasA,Ex,Y,SBrkr,1261,0,0,1261,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1958.0,RFn,2,433,TA,TA,Y,0,0,0,0,288,0,,,Shed,1400,11,2008,WD,Normal,163000,2522,2.0,50,50,0,1,1,288,7566,15132,3,3783,3,4.0,2522,2955,0.11764705882352941,0.5,1590121,2005142581,6360484,16041140648,83174400,1590121,36,2500,35.510561809129406,95.49869109050658,0.138252384606951,0.4998018232263179,0.17162108600871978,0.5,0.004754358161648178,0.22820919175911253,0.7875754493780567,2.6536930561698364,Mature (25-50yr),Good,Medium,Medium,Fall,0,Post-2008,0,1,1,2-Car,4,1-Story,3.0,5,2955,0,1,2,0.204191336865067,0.5294117647058824,0.4,0.37786770052364976
1173,160,FV,35.0,4017,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,625,625,GasA,Ex,Y,SBrkr,625,625,0,1250,0,0,2,1,2,1,Gd,5,Typ,0,,Detchd,2006.0,Fin,2,625,TA,TA,Y,0,54,0,0,0,0,,,,0,3,2008,WD,Normal,171900,1875,2.5,2,1,1,1,1,54,8750,13125,4,5000,4,4.8,1875,2500,2.3333333333333335,0.8333333333333334,1562500,1953125000,3515625,6591796875,16136289,390625,49,4,35.35533905932738,63.3798075099633,0.31110004977600797,0.3331556503198294,0.3331556503198294,0.8333333333333334,0.003996802557953637,0.04316546762589928,0.5436487208288634,3.111111111111111,New (0-5yr),Good,Medium,Tiny,Spring,1,Post-2008,0,0,1,2-Car,3,2-Story,4.0,5,2500,0,1,1,0.16874415705827361,0.7176470588235294,0.2,0.3621304052939343
1174,50,RL,138.0,18030,Pave,,IR1,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,152,BLQ,469,977,1598,GasA,TA,Y,SBrkr,1636,971,479,3086,0,0,3,0,3,1,Ex,12,Maj1,1,Gd,,0.0,,0,0,,,Y,122,0,0,0,0,0,,MnPrv,,0,3,2007,WD,Normal,200500,4205,3.0,61,13,1,0,1,122,15430,21025,3,9258,5,3.8,4684,4684,0.08064516129032258,0.75,9523396,29389200056,17682025,74352915125,325080900,2553604,25,3721,55.5517776493246,134.27583550289307,0.17114968665076813,0.3799334284355682,0.0,0.75,0.003887269193391642,0.03952057013281503,1.020137850097024,1.2236906510034262,Old (50-100yr),Average,XLarge,Large,Spring,1,Pre-2008,0,1,1,No Garage,3,1.5-Story,3.0,3,4684,0,0,1,0.3388906201308819,0.48235294117647054,0.2,0.3404145204357842
1175,70,RL,80.0,16560,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,1932,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,503,Unf,0,449,952,GasA,TA,Y,SBrkr,1170,1175,0,2345,0,0,2,1,4,1,TA,9,Typ,1,Gd,Detchd,1932.0,Unf,2,360,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2006,WD,Normal,239000,3297,2.5,74,56,1,1,1,0,14070,19782,3,7035,3,3.8,3297,3657,0.08,0.5,5499025,12895213625,10870209,35839079073,274233600,906304,36,5476,48.425200051213004,128.6856635371633,0.14159772960570013,0.28865979381443296,0.1091570648878108,0.5,0.0038363171355498722,0.0,0.6168762052643918,1.7937219730941703,Old (50-100yr),Good,XLarge,Large,Summer,1,Pre-2008,0,1,1,2-Car,3,2-Story,4.0,3,3657,0,1,2,0.25888127142411965,0.48235294117647054,0.4,0.38041140420019676
1176,50,RL,85.0,10678,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,337.0,Gd,TA,PConc,Gd,TA,No,GLQ,700,Unf,0,983,1683,GasA,Ex,Y,SBrkr,2129,743,0,2872,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1992.0,Fin,2,541,TA,TA,Y,0,33,0,0,0,0,,,,0,4,2007,WD,Normal,285000,4555,2.5,15,7,1,1,1,33,22976,36440,4,11488,4,5.0,4555,5096,0.5,0.5,8248384,23689358848,20748025,94507253875,114019684,2832489,64,225,53.59104402789705,103.33440859655606,0.2689390392358835,0.3694029850746269,0.11874451273046532,0.5,0.003132613992342499,0.01148625130525583,0.8146880894171833,2.066115702479339,Modern (10-25yr),Excellent,XLarge,Medium,Spring,1,Pre-2008,0,1,1,2-Car,4,1.5-Story,4.0,5,5096,0,1,2,0.3709878466812091,0.7647058823529411,0.4,0.51189790967805
1177,20,RL,37.0,6951,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1984,1985,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,658,Unf,0,218,876,GasA,TA,Y,SBrkr,923,0,0,923,1,0,1,0,3,1,TA,5,Typ,0,,Attchd,1984.0,Unf,1,264,TA,TA,Y,362,0,0,0,0,0,,MnPrv,,0,10,2008,WD,Normal,119500,1799,2.0,24,23,0,1,1,362,4615,8995,3,2769,3,3.4,1799,2063,0.2,0.5,851929,786330467,3236401,5822285399,48316401,767376,25,576,30.380915061926625,83.37265738837884,0.1327675489067894,0.4866666666666667,0.14666666666666667,0.5,0.005411255411255411,0.3917748917748918,0.43853069401007433,2.6001040041601664,Modern (10-25yr),Average,Small,Small,Fall,1,Post-2008,0,0,1,1-Car,3,1-Story,3.0,3,2063,0,1,1,0.1346992832658149,0.388235294117647,0.2,0.24097819246115396
1178,50,RM,69.0,3950,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,468,Unf,0,350,818,GasA,TA,Y,SBrkr,818,406,0,1224,0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1926.0,Unf,1,210,TA,TA,N,0,0,116,0,0,0,,,,0,12,2009,WD,Normal,115000,2042,1.0,83,5,1,1,1,116,7344,12252,3,3672,3,3.6,2042,2252,0.07142857142857142,0.25,1498176,1833767424,4169764,8514658088,15602500,669124,36,6889,34.9857113690718,62.849025449882674,0.3097949886104784,0.4003915810083211,0.1027900146842878,0.25,0.004081632653061225,0.0946938775510204,1.0806742861590033,2.6978417266187047,Old (50-100yr),Good,Medium,Tiny,Winter,1,Post-2008,0,0,1,1-Car,4,1.5-Story,3.0,3,2252,0,1,1,0.14942349641632907,0.43529411764705883,0.2,0.2615725380211293
1179,50,RL,54.0,7681,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,731,731,GasA,Ex,Y,SBrkr,820,523,0,1343,0,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1921.0,Unf,1,186,Fa,TA,Y,192,0,102,0,0,0,,,,0,7,2009,WD,Normal,154900,2074,1.5,88,59,1,1,1,294,6715,10370,3,4029,3,3.8,2074,2260,0.056179775280898875,0.375,1803649,2422300607,4301476,8921261224,58997761,534361,25,7744,36.64696440361739,87.64131445842195,0.17482426451444935,0.352289156626506,0.08963855421686746,0.375,0.005208333333333333,0.21875,0.6091967422857794,2.1340162185232607,Old (50-100yr),Average,Medium,Small,Summer,1,Post-2008,0,1,1,1-Car,3,1.5-Story,3.0,5,2260,0,1,2,0.15004674353381114,0.48235294117647054,0.4,0.34413322823676057
1180,20,RL,77.0,8335,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,Slab,,,,,0,,0,0,0,GasA,Gd,Y,SBrkr,1124,0,0,1124,0,0,1,0,3,1,TA,5,Min2,1,Gd,,0.0,,0,0,,,N,0,36,190,0,0,0,,,,0,4,2006,WD,Normal,93000,1124,1.0,52,52,0,0,0,226,5620,5620,3,3372,3,3.75,1124,1124,0.09433962264150944,0.25,1263376,1420034624,1263376,1420034624,69472225,0,25,2704,33.52610922848042,91.29622117042962,0.13483685220729366,0.0,0.0,0.25,0.0044444444444444444,0.2008888888888889,0.8342703419874106,2.3540489642184554,Old (50-100yr),Average,Small,Medium,Spring,0,Pre-2008,0,1,1,No Garage,4,1-Story,,4,1124,0,0,1,0.06154565285135556,0.47058823529411764,0.2,0.24404462938182445
1181,60,RL,69.0,11170,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,Wood,Gd,TA,No,LwQ,1216,Unf,0,0,1216,GasA,Ex,Y,SBrkr,1298,1216,0,2514,0,0,2,1,4,1,TA,8,Typ,0,,Attchd,1990.0,Fin,2,693,TA,TA,Y,0,0,0,0,0,0,,GdPrv,,0,4,2006,WD,Normal,250000,3730,2.5,16,15,1,1,1,0,17598,26110,3,7542,3,4.4,3730,4423,0.4117647058823529,0.5,6320196,15888972744,13912900,51895117000,124768900,1478656,49,256,50.1398045468867,105.6882207249228,0.22504699668785247,0.3259179844545698,0.18574108818011256,0.5,0.0031809145129224653,0.0,0.6467443128319162,1.9920318725099604,Modern (10-25yr),Good,XLarge,Medium,Spring,1,Pre-2008,0,0,1,2-Car,2,2-Story,4.0,5,4423,0,1,1,0.318557182923029,0.623529411764706,0.2,0.38069553156257835
1182,120,RM,64.0,5587,Pave,,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1480,Unf,0,120,1600,GasA,Ex,Y,SBrkr,1652,0,0,1652,1,1,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2008.0,Fin,2,482,TA,TA,Y,162,53,0,153,0,0,,,,0,11,2008,New,Partial,392500,3252,3.5,0,0,0,1,1,368,13216,26016,5,8260,4,5.4,3252,3734,8.0,1.1666666666666667,2729104,4508479808,10575504,34391539008,31214569,2560000,64,0,40.64480286580315,74.74623736349542,0.2956335003579098,0.49185367353212417,0.14817091915155242,1.1666666666666667,0.0030248033877797943,0.22262552934059285,0.8449264574406924,3.0165912518853695,New (0-5yr),Excellent,Large,Small,Fall,0,Post-2008,0,1,1,2-Car,3,1-Story,5.0,5,3734,0,1,2,0.2648800249298847,0.8588235294117648,0.4,0.5079011847805498
1183,60,RL,160.0,15623,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1996,1996,Hip,CompShg,Wd Sdng,ImStucc,,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,2096,Unf,0,300,2396,GasA,Ex,Y,SBrkr,2411,2065,0,4476,1,0,3,1,4,1,Ex,10,Typ,2,TA,Attchd,1996.0,Fin,3,813,TA,TA,Y,171,78,0,0,0,555,Ex,MnPrv,,0,7,2007,WD,Abnorml,745000,6872,4.5,11,11,1,1,1,249,44760,68720,4,17904,5,5.8,6872,7685,0.8333333333333334,0.9,20034576,89674762176,47224384,324525966848,244078129,5740816,100,121,66.90291473471092,124.99199974398361,0.28648233486943164,0.3486105048741452,0.11828895678742907,0.9,0.002233638597274961,0.05561760107214653,1.2699219023836499,1.8261504747991235,Modern (10-25yr),Excellent,XLarge,Large,Summer,0,Pre-2008,1,1,1,3+ Car,3,2-Story,5.0,5,7685,1,1,4,0.5726861950763478,0.9529411764705882,0.8,0.7752091238489788
1184,30,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,Hip,CompShg,Stucco,Stucco,,0.0,TA,TA,BrkTil,TA,TA,No,Rec,821,Unf,0,299,1120,GasA,Ex,Y,SBrkr,1130,0,0,1130,1,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1970.0,Unf,2,720,TA,TA,Y,229,0,0,0,0,0,,,,0,6,2006,WD,Normal,120000,2250,2.0,86,56,0,1,1,229,5650,11250,3,3390,3,3.8,2250,2970,0.05747126436781609,0.6666666666666666,1276900,1442897000,5062500,11390625000,116640000,1254400,25,7396,33.61547262794322,103.92304845413264,0.1046199425979076,0.4975566414926699,0.31985784095957354,0.6666666666666666,0.004420866489832007,0.20247568523430592,0.5718476624917083,2.347417840375587,Old (50-100yr),Average,Medium,Medium,Summer,1,Pre-2008,0,1,1,2-Car,4,1-Story,3.0,5,2970,0,1,2,0.2053599252103459,0.48235294117647054,0.4,0.3625709554622721
